temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,ingested_at
1.1,-5.4,62.0,0.0,0.0,92.0,14.8,29.6,1021.0,36.0,2.0,2025-12-13 09:38:49.740769+00:00
1.2,-5.5,61.0,0.0,0.0,88.0,16.7,29.6,1020.6,34.0,2.0,2025-12-13 09:38:49.740769+00:00
0.9,-5.6,62.0,0.0,0.0,87.0,16.7,29.6,1020.3,31.0,2.0,2025-12-13 09:38:49.740769+00:00
1.1,-5.6,61.0,0.0,0.0,87.0,14.8,27.8,1020.1,19.0,2.0,2025-12-13 09:38:49.740769+00:00
0.4,-5.2,66.0,0.0,0.0,86.0,14.8,27.8,1020.0,0.0,2.0,2025-12-13 09:38:49.740769+00:00
0.0,-5.2,68.0,0.0,0.0,86.0,14.8,27.8,1019.9,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-0.7,-5.1,72.0,0.0,0.0,82.0,13.0,25.9,1019.6,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-0.7,-4.7,74.0,0.0,0.0,80.0,13.0,24.1,1019.3,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.9,-4.4,77.0,0.0,0.0,76.0,13.0,24.1,1019.1,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.9,-3.9,80.0,0.1,0.0,70.0,11.1,20.4,1019.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.0,-3.8,81.0,0.0,0.0,63.0,11.1,20.4,1018.7,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.2,-3.2,86.0,0.2,1.0,59.0,11.1,20.4,1018.6,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.3,-2.9,89.0,0.0,1.0,52.0,11.1,22.2,1018.0,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.1,-2.7,89.0,0.0,1.0,47.0,11.1,20.4,1017.5,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.1,-2.4,91.0,0.1,1.0,41.0,11.1,20.4,1017.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.6,-2.6,93.0,0.0,1.0,28.0,9.3,18.5,1017.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.6,-2.4,94.0,0.1,1.0,21.0,9.3,18.5,1017.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.5,-2.3,94.0,0.0,1.0,22.0,9.3,18.5,1017.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.1,-2.1,93.0,0.1,1.0,19.0,9.3,18.5,1017.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.9,-1.9,93.0,0.0,1.0,14.0,9.3,20.4,1017.2,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-1.9,92.0,0.0,1.0,12.0,9.3,20.4,1017.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.1,-1.9,94.0,0.0,1.0,10.0,9.3,18.5,1017.6,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.0,-2.0,93.0,0.0,1.0,1.0,9.3,18.5,1017.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-1.8,93.0,0.0,1.0,355.0,9.3,18.5,1017.2,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.7,-1.8,92.0,0.0,1.0,351.0,9.3,18.5,1017.0,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-1.6,94.0,0.1,1.0,346.0,9.3,18.5,1017.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-1.5,95.0,0.1,1.0,343.0,9.3,18.5,1017.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-1.4,96.0,0.0,1.0,333.0,9.3,18.5,1017.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.9,99.0,0.7,2.0,337.0,9.3,18.5,1017.8,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.8,100.0,0.5,3.0,335.0,9.3,18.5,1018.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.8,100.0,0.6,4.0,335.0,9.3,18.5,1018.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.8,100.0,0.9,5.0,341.0,9.3,18.5,1018.7,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.7,-0.8,99.0,0.7,6.0,343.0,9.3,18.5,1018.9,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.8,100.0,0.8,8.0,346.0,9.3,18.5,1019.2,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.8,-0.8,100.0,1.1,9.0,352.0,11.1,20.4,1019.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.7,-0.8,99.0,0.7,11.0,357.0,11.1,22.2,1019.5,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.4,-1.0,96.0,0.1,12.0,2.0,11.1,22.2,1019.8,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.5,-1.1,96.0,0.1,12.0,5.0,11.1,22.2,1020.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.5,-1.1,96.0,0.0,12.0,3.0,13.0,22.2,1020.6,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.5,-1.3,94.0,0.0,12.0,9.0,13.0,24.1,1020.8,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.7,-1.5,94.0,0.0,12.0,8.0,13.0,24.1,1021.5,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.7,-1.5,94.0,0.0,12.0,4.0,11.1,24.1,1022.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.5,-1.5,93.0,0.0,12.0,2.0,11.1,22.2,1023.0,2.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.2,-1.3,92.0,0.0,12.0,3.0,11.1,22.2,1023.8,5.0,14.0,2025-12-13 09:38:49.740769+00:00
0.1,-1.2,91.0,0.0,11.0,5.0,11.1,24.1,1024.5,8.0,14.0,2025-12-13 09:38:49.740769+00:00
0.7,-1.5,85.0,0.0,10.0,4.0,9.3,20.4,1025.0,4.0,14.0,2025-12-13 09:38:49.740769+00:00
1.0,-1.6,83.0,0.0,8.0,9.0,11.1,22.2,1025.4,4.0,14.0,2025-12-13 09:38:49.740769+00:00
1.2,-2.0,79.0,0.0,7.0,8.0,11.1,22.2,1025.6,3.0,14.0,2025-12-13 09:38:49.740769+00:00
1.4,-2.4,76.0,0.0,6.0,3.0,11.1,24.1,1025.8,4.0,14.0,2025-12-13 09:38:49.740769+00:00
1.4,-2.9,73.0,0.0,6.0,359.0,11.1,24.1,1026.1,5.0,14.0,2025-12-13 09:38:49.740769+00:00
1.2,-3.5,71.0,0.0,5.0,357.0,11.1,24.1,1026.5,5.0,14.0,2025-12-13 09:38:49.740769+00:00
0.8,-3.3,74.0,0.0,5.0,351.0,11.1,20.4,1026.9,3.0,14.0,2025-12-13 09:38:49.740769+00:00
0.1,-3.6,76.0,0.0,7.0,349.0,11.1,20.4,1027.3,2.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.2,-3.6,78.0,0.0,8.0,348.0,9.3,18.5,1027.7,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.5,-3.9,78.0,0.0,8.0,343.0,9.3,16.7,1027.9,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.6,-3.6,80.0,0.0,8.0,335.0,7.4,16.7,1028.1,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-1.2,-3.6,84.0,0.0,8.0,333.0,7.4,14.8,1028.2,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-1.8,-3.8,86.0,0.0,8.0,328.0,5.5,13.0,1028.3,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.0,-3.7,88.0,0.0,8.0,317.0,5.5,13.0,1028.2,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.2,-3.8,89.0,0.0,8.0,296.0,5.5,13.0,1028.2,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.4,-3.5,92.0,0.0,8.0,285.0,5.5,11.1,1027.7,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.5,-3.5,93.0,0.0,8.0,281.0,5.5,13.0,1027.5,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.5,-3.6,92.0,0.0,8.0,282.0,7.4,13.0,1027.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.4,-3.4,93.0,0.0,8.0,274.0,5.5,11.1,1027.1,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.4,-3.2,94.0,0.0,8.0,273.0,7.4,13.0,1026.7,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.2,-3.0,94.0,0.0,8.0,275.0,5.5,13.0,1026.4,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.8,-2.8,93.0,0.0,8.0,267.0,5.5,13.0,1026.2,1.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.4,-2.5,92.0,0.3,8.0,265.0,7.4,13.0,1026.1,3.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.9,-2.6,88.0,0.0,9.0,269.0,7.4,14.8,1026.0,4.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.2,-2.7,83.0,0.0,9.0,268.0,5.5,11.1,1025.7,2.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.1,-2.6,83.0,0.0,9.0,276.0,5.5,14.8,1025.4,2.0,14.0,2025-12-13 09:38:49.740769+00:00
0.1,-2.9,80.0,0.0,8.0,281.0,7.4,14.8,1024.8,2.0,14.0,2025-12-13 09:38:49.740769+00:00
0.2,-3.3,77.0,0.0,8.0,288.0,5.5,14.8,1024.4,3.0,14.0,2025-12-13 09:38:49.740769+00:00
0.3,-3.6,75.0,0.0,8.0,293.0,5.5,14.8,1024.1,6.0,14.0,2025-12-13 09:38:49.740769+00:00
0.2,-4.2,72.0,0.0,8.0,302.0,7.4,14.8,1023.8,6.0,14.0,2025-12-13 09:38:49.740769+00:00
0.0,-4.3,73.0,0.0,8.0,306.0,5.5,13.0,1023.7,5.0,14.0,2025-12-13 09:38:49.740769+00:00
-0.6,-4.7,74.0,0.0,8.0,289.0,7.4,13.0,1023.7,3.0,3.0,2025-12-13 09:38:49.740769+00:00
-1.3,-5.0,76.0,0.0,8.0,282.0,7.4,13.0,1023.6,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-1.7,-5.2,77.0,0.0,8.0,280.0,5.5,11.1,1023.5,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-2.3,-5.4,79.0,0.0,8.0,278.0,7.4,11.1,1023.5,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-2.6,-5.4,81.0,0.0,8.0,284.0,5.5,11.1,1023.6,0.0,3.0,2025-12-13 09:38:49.740769+00:00
-2.9,-5.2,84.0,0.0,8.0,280.0,5.5,11.1,1023.5,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-2.5,-5.0,83.0,0.0,8.0,282.0,5.5,11.1,1023.4,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-2.3,-4.9,82.0,0.0,8.0,283.0,5.5,11.1,1023.5,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.2,-4.5,84.0,0.0,8.0,277.0,5.5,11.1,1023.0,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.1,-4.4,84.0,0.0,8.0,281.0,7.4,13.0,1022.9,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-2.0,-4.2,85.0,0.0,8.0,288.0,7.4,13.0,1022.6,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-1.9,-3.6,88.0,0.0,8.0,294.0,7.4,14.8,1023.0,0.0,14.0,2025-12-13 09:38:49.740769+00:00
-1.7,-3.4,88.0,0.0,8.0,305.0,7.4,16.7,1023.2,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-1.5,-3.4,87.0,0.0,8.0,347.0,7.4,14.8,1023.5,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-1.0,-3.2,85.0,0.0,8.0,13.0,7.4,16.7,1023.8,2.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.9,-3.3,84.0,0.0,8.0,38.0,9.3,18.5,1024.1,5.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.6,-3.3,82.0,0.0,8.0,48.0,9.3,22.2,1024.4,9.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.6,-3.5,81.0,0.0,8.0,59.0,11.1,24.1,1024.7,10.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.4,-3.8,78.0,0.0,8.0,62.0,13.0,24.1,1024.8,12.0,4.0,2025-12-13 09:38:49.740769+00:00
-0.3,-4.0,76.0,0.0,7.0,63.0,13.0,25.9,1024.9,14.0,3.0,2025-12-13 09:38:49.740769+00:00
-0.1,-4.5,72.0,0.0,7.0,63.0,13.0,25.9,1024.8,17.0,3.0,2025-12-13 09:38:49.740769+00:00
-0.3,-5.1,70.0,0.0,7.0,64.0,13.0,25.9,1025.0,22.0,2.0,2025-12-13 09:38:49.740769+00:00
-0.6,-6.0,67.0,0.0,7.0,60.0,13.0,24.1,1025.1,24.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.2,-6.9,65.0,0.0,7.0,73.0,11.1,20.4,1025.5,20.0,2.0,2025-12-13 09:38:49.740769+00:00
-2.2,-7.3,68.0,0.0,7.0,64.0,9.3,18.5,1025.9,7.0,2.0,2025-12-13 09:38:49.740769+00:00
-3.2,-7.7,71.0,0.0,7.0,62.0,9.3,16.7,1026.3,0.0,2.0,2025-12-13 09:38:49.740769+00:00
-3.9,-8.0,73.0,0.0,7.0,68.0,7.4,14.8,1026.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.7,-8.1,77.0,0.0,7.0,70.0,9.3,14.8,1026.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.4,-8.5,79.0,0.0,7.0,69.0,7.4,13.0,1027.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.3,-8.5,78.0,0.0,7.0,63.0,7.4,13.0,1027.4,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.0,-8.7,81.0,0.0,7.0,63.0,7.4,13.0,1027.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.4,-8.7,84.0,0.0,7.0,59.0,5.5,11.1,1027.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.2,-8.8,88.0,0.0,7.0,58.0,5.5,11.1,1027.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.4,-8.9,89.0,0.0,7.0,46.0,5.5,11.1,1027.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.7,-8.8,92.0,0.0,7.0,35.0,5.5,11.1,1027.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.3,-9.6,90.0,0.0,7.0,47.0,3.7,9.3,1027.7,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.7,-9.8,92.0,0.0,7.0,33.0,3.7,9.3,1027.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.5,-9.8,90.0,0.0,7.0,20.0,3.7,9.3,1027.8,0.0,2.0,2025-12-13 09:38:49.740769+00:00
-7.9,-9.2,90.0,0.0,7.0,179.0,5.5,9.3,1027.9,11.0,2.0,2025-12-13 09:38:49.740769+00:00
-6.7,-8.8,85.0,0.0,8.0,220.0,3.7,9.3,1028.0,23.0,2.0,2025-12-13 09:38:49.740769+00:00
-5.4,-8.1,81.0,0.0,7.0,228.0,3.7,9.3,1028.1,32.0,2.0,2025-12-13 09:38:49.740769+00:00
-3.6,-7.9,72.0,0.0,7.0,233.0,3.7,7.4,1028.0,30.0,2.0,2025-12-13 09:38:49.740769+00:00
-2.4,-7.7,67.0,0.0,7.0,349.0,3.7,7.4,1027.9,32.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.6,-7.7,63.0,0.0,7.0,314.0,3.7,11.1,1027.5,29.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.1,-7.9,60.0,0.0,7.0,330.0,3.7,11.1,1027.4,32.0,2.0,2025-12-13 09:38:49.740769+00:00
-0.8,-8.0,58.0,0.0,7.0,325.0,5.5,11.1,1027.2,34.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.1,-8.3,58.0,0.0,7.0,331.0,5.5,11.1,1027.1,31.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.5,-9.1,56.0,0.0,7.0,339.0,5.5,11.1,1027.2,28.0,2.0,2025-12-13 09:38:49.740769+00:00
-2.9,-9.4,61.0,0.0,7.0,309.0,5.5,11.1,1027.2,9.0,2.0,2025-12-13 09:38:49.740769+00:00
-4.2,-9.6,66.0,0.0,7.0,310.0,5.5,11.1,1027.2,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.1,-9.7,70.0,0.0,7.0,294.0,5.5,11.1,1027.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.1,-9.8,75.0,0.0,7.0,287.0,5.5,9.3,1027.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.8,-10.1,77.0,0.0,7.0,295.0,5.5,9.3,1028.1,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.8,-10.1,77.0,0.0,7.0,300.0,5.5,9.3,1028.1,0.0,4.0,2025-12-13 09:38:49.740769+00:00
-7.3,-10.3,79.0,0.0,7.0,296.0,5.5,9.3,1028.4,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.6,-10.4,80.0,0.0,7.0,290.0,5.5,11.1,1028.7,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.1,-10.5,83.0,0.0,7.0,283.0,7.4,11.1,1028.7,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.4,-10.6,84.0,0.0,7.0,283.0,7.4,11.1,1028.9,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.6,-10.5,86.0,0.0,7.0,283.0,7.4,13.0,1029.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.6,-11.1,82.0,0.0,7.0,284.0,7.4,13.0,1029.3,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.0,-11.3,83.0,0.0,7.0,279.0,7.4,14.8,1029.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.8,-11.5,81.0,0.0,7.0,277.0,7.4,13.0,1030.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.9,-10.9,79.0,0.0,7.0,270.0,7.4,14.8,1030.3,15.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.3,-10.3,73.0,0.0,7.0,270.0,7.4,14.8,1030.5,30.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.6,-9.4,69.0,0.0,7.0,277.0,7.4,16.7,1030.7,39.0,1.0,2025-12-13 09:38:49.740769+00:00
-2.8,-9.9,58.0,0.0,7.0,269.0,7.4,14.8,1031.0,39.0,2.0,2025-12-13 09:38:49.740769+00:00
-1.5,-9.4,55.0,0.0,7.0,275.0,7.4,16.7,1031.2,41.0,2.0,2025-12-13 09:38:49.740769+00:00
-0.5,-9.1,52.0,0.0,7.0,269.0,7.4,16.7,1031.0,41.0,1.0,2025-12-13 09:38:49.740769+00:00
0.0,-8.9,51.0,0.0,7.0,271.0,7.4,18.5,1031.1,45.0,1.0,2025-12-13 09:38:49.740769+00:00
0.4,-9.1,49.0,0.0,7.0,267.0,7.4,18.5,1031.1,48.0,1.0,2025-12-13 09:38:49.740769+00:00
0.1,-9.3,49.0,0.0,7.0,266.0,7.4,16.7,1031.2,46.0,1.0,2025-12-13 09:38:49.740769+00:00
-0.4,-10.1,48.0,0.0,7.0,269.0,7.4,16.7,1031.2,37.0,1.0,2025-12-13 09:38:49.740769+00:00
-2.2,-10.2,54.0,0.0,7.0,267.0,7.4,14.8,1031.3,11.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.7,-9.9,62.0,0.0,7.0,266.0,7.4,13.0,1031.4,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.8,-9.8,68.0,0.0,7.0,259.0,7.4,13.0,1031.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.7,-9.8,73.0,0.0,7.0,257.0,7.4,11.1,1032.1,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.5,-9.9,77.0,0.0,7.0,254.0,5.5,11.1,1032.3,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.1,-9.6,82.0,0.0,7.0,250.0,5.5,11.1,1032.4,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-7.9,-9.8,86.0,0.0,7.0,236.0,5.5,9.3,1032.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.5,-9.8,90.0,0.0,7.0,215.0,5.5,9.3,1032.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.8,-9.5,95.0,0.0,7.0,201.0,5.5,9.3,1032.6,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.4,-9.7,98.0,0.0,7.0,175.0,5.5,9.3,1032.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.8,-9.8,100.0,0.0,7.0,165.0,5.5,9.3,1032.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.0,-10.5,89.0,0.0,7.0,167.0,5.5,7.4,1032.7,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.4,-10.5,92.0,0.0,7.0,172.0,5.5,9.3,1032.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-9.0,-10.6,88.0,0.0,7.0,163.0,5.5,9.3,1032.8,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-8.0,-9.9,86.0,0.0,7.0,154.0,7.4,11.1,1032.9,15.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.9,-9.4,76.0,0.0,7.0,147.0,7.4,13.0,1033.0,30.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.7,-8.2,71.0,0.0,7.0,141.0,7.4,14.8,1032.9,40.0,1.0,2025-12-13 09:38:49.740769+00:00
-1.3,-8.3,59.0,0.0,7.0,137.0,5.5,13.0,1032.9,41.0,1.0,2025-12-13 09:38:49.740769+00:00
0.3,-7.7,55.0,0.0,7.0,131.0,7.4,14.8,1032.7,43.0,1.0,2025-12-13 09:38:49.740769+00:00
1.5,-7.3,52.0,0.0,7.0,137.0,9.3,16.7,1032.3,43.0,1.0,2025-12-13 09:38:49.740769+00:00
2.1,-7.2,50.0,0.0,7.0,134.0,9.3,18.5,1032.0,47.0,1.0,2025-12-13 09:38:49.740769+00:00
2.2,-7.1,50.0,0.0,7.0,126.0,11.1,20.4,1031.8,51.0,1.0,2025-12-13 09:38:49.740769+00:00
1.8,-7.5,50.0,0.0,7.0,118.0,11.1,22.2,1031.4,49.0,1.0,2025-12-13 09:38:49.740769+00:00
1.3,-8.0,50.0,0.0,7.0,117.0,11.1,22.2,1031.3,39.0,1.0,2025-12-13 09:38:49.740769+00:00
-0.3,-8.2,55.0,0.0,7.0,119.0,13.0,22.2,1031.3,13.0,1.0,2025-12-13 09:38:49.740769+00:00
-1.5,-8.0,61.0,0.0,7.0,117.0,13.0,22.2,1031.2,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-2.5,-8.2,65.0,0.0,7.0,122.0,13.0,24.1,1031.3,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.2,-8.3,68.0,0.0,7.0,122.0,13.0,24.1,1031.3,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.8,-8.5,70.0,0.0,7.0,122.0,13.0,24.1,1031.1,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.5,-8.7,67.0,0.0,7.0,123.0,13.0,24.1,1031.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-3.9,-8.6,70.0,0.0,7.0,123.0,14.8,25.9,1031.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.4,-8.5,73.0,0.0,7.0,123.0,14.8,25.9,1031.2,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.9,-8.5,76.0,0.0,7.0,123.0,14.8,27.8,1030.9,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.4,-8.6,78.0,0.0,7.0,126.0,14.8,25.9,1030.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.7,-8.8,79.0,0.0,7.0,127.0,14.8,27.8,1030.2,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.8,-8.8,79.0,0.0,7.0,127.0,14.8,27.8,1030.0,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-6.0,-9.0,79.0,0.0,7.0,130.0,14.8,25.9,1029.7,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.9,-9.1,78.0,0.0,7.0,131.0,14.8,25.9,1029.5,0.0,1.0,2025-12-13 09:38:49.740769+00:00
-5.4,-9.0,76.0,0.0,7.0,134.0,14.8,25.9,1029.4,17.0,1.0,2025-12-13 09:38:49.740769+00:00
-4.3,-8.4,73.0,0.0,7.0,137.0,14.8,25.9,1029.4,33.0,1.0,2025-12-13 09:38:49.740769+00:00
-2.9,-8.4,66.0,0.0,7.0,136.0,14.8,27.8,1029.2,43.0,1.0,2025-12-13 09:38:49.740769+00:00
-0.4,-7.6,58.0,0.0,7.0,140.0,13.0,25.9,1028.8,44.0,1.0,2025-12-13 09:38:49.740769+00:00
0.7,-7.5,54.0,0.0,7.0,141.0,14.8,25.9,1028.4,44.0,1.0,2025-12-13 09:38:49.740769+00:00
1.6,-7.4,51.0,0.0,6.0,143.0,14.8,27.8,1027.8,44.0,1.0,2025-12-13 09:38:49.740769+00:00
2.3,-7.6,48.0,0.0,6.0,142.0,14.8,27.8,1027.5,45.0,1.0,2025-12-13 09:38:49.740769+00:00
2.7,-7.5,47.0,0.0,6.0,141.0,14.8,27.8,1027.2,47.0,1.0,2025-12-13 09:38:49.740769+00:00
2.6,-7.6,47.0,0.0,6.0,137.0,14.8,27.8,1027.0,44.0,1.0,2025-12-13 09:38:49.740769+00:00
2.6,-7.3,48.0,0.0,6.0,137.0,14.8,27.8,1026.7,33.0,2.0,2025-12-13 09:38:49.740769+00:00
1.6,-7.2,52.0,0.0,6.0,141.0,14.8,25.9,1026.7,15.0,2.0,2025-12-13 09:38:49.740769+00:00
1.0,-6.3,58.0,0.0,6.0,141.0,14.8,24.1,1026.8,0.0,2.0,2025-12-13 09:38:49.740769+00:00
0.3,-5.7,64.0,0.0,6.0,144.0,14.8,25.9,1026.6,0.0,2.0,2025-12-13 09:38:49.740769+00:00
0.1,-5.7,65.0,0.0,6.0,144.0,14.8,25.9,1026.5,0.0,3.0,2025-12-13 09:38:49.740769+00:00
0.0,-4.8,70.0,0.0,6.0,147.0,14.8,24.1,1026.3,0.0,3.0,2025-12-13 09:38:49.740769+00:00
0.3,-3.8,74.0,0.0,6.0,151.0,13.0,22.2,1026.2,0.0,4.0,2025-12-13 09:38:49.740769+00:00
0.4,-3.5,75.0,0.0,6.0,150.0,13.0,22.2,1025.9,0.0,4.0,2025-12-13 09:38:49.740769+00:00
0.6,-3.1,76.0,0.0,6.0,150.0,13.0,22.2,1025.8,0.0,4.0,2025-12-13 09:38:49.740769+00:00
0.9,-2.5,78.0,0.0,6.0,150.0,13.0,24.1,1025.5,0.0,4.0,2025-12-13 09:38:49.740769+00:00
1.1,-2.0,80.0,0.0,6.0,150.0,13.0,22.2,1025.5,0.0,4.0,2025-12-13 09:38:49.740769+00:00
1.5,-1.4,81.0,0.0,6.0,154.0,13.0,24.1,1025.4,0.0,4.0,2025-12-13 09:38:49.740769+00:00
1.4,-0.7,86.0,0.0,6.0,153.0,13.0,24.1,1025.0,0.0,4.0,2025-12-13 09:38:49.740769+00:00
